사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
43922,경인선,1804,부천,2477,15,31184,4578,38269,12598,90384,16972,92824,36703,50807,33768,35222,28531,35075,30364,38223,35452,38129,40375,37302,42133,38955,42110,42657,49378,46518,70892,52700,110141,36058,99403,30375,53361,30228,47126,27162,35511,12813,26361,1300,5673,0,0,0,0,0,0
43922,경인선,1805,송내,1204,15,13943,7910,33535,14158,95304,26444,79266,67849,41372,36461,26313,21711,26061,18455,30632,19561,27359,21977,25574,21646,26503,23499,28942,30069,39157,45596,69033,79888,30412,77850,21937,42481,18266,36757,14952,30903,7116,20657,1061,4217,0,0,0,0,0,0
43922,경인선,1806,부평,6402,36,21285,4505,31933,10435,72594,16435,68821,27469,37886,32944,29233,26646,29558,30561,32728,36521,33407,42938,33738,44287,36946,47381,42507,52431,48015,66599,48030,111910,38278,92173,35530,53143,37187,42464,34518,33228,19027,23258,3298,7209,0,0,0,0,0,0
43922,경인선,1807,백운,83,2,6556,1622,12485,2928,23612,3992,21234,8105,11862,5860,9062,4696,8667,5482,8846,5991,8010,6511,7393,6571,7032,7969,8022,9677,8363,13397,9217,20581,4575,19837,3750,12499,3209,10484,2069,8838,1186,6657,127,1813,0,0,0,0,0,0
43922,경인선,1808,동암,470,7,18239,4626,25923,9032,46887,13139,45774,15010,25806,11724,18785,11239,17119,12840,18469,12870,17974,14246,16536,14875,15865,18172,18269,20400,21334,31643,21152,46716,14633,43540,10823,29947,9699,25494,7129,20546,3782,15449,416,3678,0,0,0,0,0,0
43922,경인선,1809,주안,622,3,12876,3739,22254,8244,53879,15468,47288,23623,27832,18844,20631,13045,21078,12949,22964,15733,22857,15390,21511,17418,22233,18512,24172,22400,30996,32774,34338,49868,21103,51111,17711,31412,16047,26631,14205,22450,6947,16027,755,5166,0,0,0,0,0,0
43922,경인선,1810,제물포,645,3,5855,1500,11710,5334,29889,9125,26329,17201,14576,9804,10848,6404,10719,6226,10938,7215,11038,8626,9818,8416,10197,8985,12739,11405,15555,15515,18957,22715,9048,22546,6253,14728,4501,12984,3298,11111,1700,8767,83,2820,0,1,0,0,0,0
43922,경인선,1811,동인천,1606,3,6803,2637,14047,9966,34257,18069,27127,26781,17411,13154,14895,13879,16167,14845,16770,15457,17481,16764,17466,15754,19377,15983,21657,18670,28574,20294,33742,29763,17197,29738,12703,18181,9443,13931,6457,13345,2615,9968,19,3471,0,0,0,0,0,0
43922,경인선,1812,인천,257,4,1205,746,2306,2655,4613,4122,3957,5360,2518,2421,2300,3152,2958,4818,3958,5509,4840,5456,5459,5232,6204,4416,7230,3391,9173,2797,8230,2826,4294,1897,3445,1636,2012,1327,1215,1163,395,833,8,907,0,2,0,0,0,0
43922,경인선,1813,구일,234,22,3149,1467,8031,3117,22894,4789,19865,8382,9508,5219,6731,3518,5909,3760,6338,4163,6207,5503,5935,5921,6600,6396,7233,7690,8280,11474,9395,21493,4755,17897,3271,10317,3068,8030,2290,7145,904,4462,32,850,0,0,0,0,0,0
43922,경인선,1814,소사,817,33,14764,2625,14457,5437,29382,6591,28362,10716,17024,7523,12722,7525,11269,7982,11709,8897,10803,8939,9861,9779,9915,10338,10427,12820,12598,17901,12275,26023,7202,23791,5021,13358,4249,13217,3166,11409,1425,7424,131,2352,0,0,0,0,0,0
43922,경인선,1815,부개,1692,23,7719,2600,13972,3539,31919,4360,26417,8662,14696,5562,10439,5102,9524,5383,9267,6356,9180,7195,8265,7505,7564,8911,9005,11615,9656,14581,9758,25934,5923,22499,4227,14006,3519,12352,2581,10370,1389,7025,223,2012,0,0,0,0,0,0
43922,경인선,1816,간석,317,14,4836,1171,9941,1811,19957,3005,16469,6211,9069,4097,6559,3707,6510,4173,6469,4701,6337,4994,5771,5415,6033,6076,6368,7651,6715,9850,7405,15833,4317,16129,3582,9913,3220,7923,2385,6785,1463,5034,155,1888,0,0,0,0,0,0
43922,경인선,1817,도원,422,8,2217,950,2955,1607,5368,2404,5072,7495,3941,3078,3383,2949,3492,2878,3735,3130,3540,3478,3426,3615,3454,3807,4333,4065,5041,4488,6316,5291,2551,4663,1643,2958,1525,2844,889,2310,292,1882,23,1030,0,0,0,0,0,0
43922,경인선,1821,온수(성공회대입구),146,0,4802,1099,7445,3280,17843,5018,17166,9242,10192,4510,7293,4487,6932,4267,7506,5161,7624,5857,6776,5828,6619,6780,8510,8462,9072,11136,9418,18146,4707,15901,3577,9836,3241,8307,2631,7424,1325,4616,162,1251,0,0,0,0,0,0
43922,경인선,1822,중동,550,1,8835,1335,14799,4514,35467,5015,28710,10779,14923,7077,9996,6051,9641,6090,10104,6989,9684,7275,8779,7805,8237,9239,9485,10889,10306,16435,11564,26218,6488,25172,5025,14828,3850,12177,2719,10620,1207,7681,157,2046,0,0,0,0,0,0
43922,경인선,1823,도화,277,1,3316,934,5509,2906,12293,3129,9743,4903,5979,2774,4783,2685,4305,2746,4461,3004,4485,3251,3959,3863,3946,3884,4853,5119,5856,5356,5153,8377,2894,7595,2090,4994,1433,4290,933,3308,648,2993,29,1460,0,0,0,0,0,0
43922,경원선,1008,이촌(국립중앙박물관),45,0,996,505,2877,1733,5942,3616,7259,6952,5298,4275,3814,2657,3741,2299,4240,2497,4312,2957,4128,2966,4952,3081,6274,3401,8081,4259,8343,6078,4730,5069,3387,3416,3091,2798,1969,2999,671,1967,45,718,0,0,0,0,0,0
43922,경원선,1009,서빙고,35,0,672,517,1564,2222,2001,3449,2415,6103,2047,2543,1637,1278,1594,1102,1847,1150,1837,1362,2180,1314,2202,1687,3331,1734,4533,1817,4928,2491,2373,2163,1509,1294,1072,1029,795,1157,218,681,33,197,0,0,0,0,0,0
43922,경원선,1010,한남,145,0,1779,437,2215,4375,3907,9108,5153,11330,3843,8786,3730,4278,3664,3642,3947,3839,3870,4473,4443,3520,5517,4026,6818,4369,10723,5292,13056,7065,6718,4865,4542,3037,4451,3001,3729,2003,1543,1358,54,584,0,0,0,0,0,0
43922,경원선,1011,옥수,1,0,0,1,0,71,35,21,38,167,41,20,25,104,9,119,8,43,17,15,18,29,29,26,217,17,188,23,20,19,256,11,24,3,23,3,25,7,31,0,0,0,0,0,0,0,0,0
43922,경원선,1012,응봉,94,1,924,255,2179,966,5460,1312,6111,1900,3413,1126,2371,1261,1985,1335,2043,1442,2190,1776,1840,2199,2221,2238,2455,2574,2481,3092,2511,4354,1503,4479,1085,2165,922,1664,621,1554,244,1054,15,333,0,0,0,0,0,0
43922,경원선,1013,왕십리(성동구청),684,6,4821,793,7186,4381,21029,8715,34319,17093,21895,11956,11803,11469,11027,13303,13066,15022,14321,17443,14873,18074,16012,19816,18603,23789,22576,33014,23648,56577,19049,43779,18065,24391,21577,18099,19661,17260,10066,9415,458,4890,0,0,0,0,0,0
43922,경원선,1014,청량리(서울시립대입구),916,9,5748,956,6830,7832,23359,9152,25215,14141,21145,21645,19227,21712,15520,23003,19697,20672,20851,20414,21967,24204,22922,24974,21882,25268,24076,26987,23289,38582,19702,30692,20568,15758,8151,12845,7420,10486,2448,6573,73,2454,0,0,0,0,0,0
43922,경원선,1016,외대앞,458,22,4279,1188,6788,3135,14772,3690,18643,8485,12248,7178,8755,5637,8641,6101,9287,6863,9850,7878,9928,8438,9936,9894,10776,10651,11921,13921,10494,19559,7321,17079,5475,10940,5549,9861,4337,9054,2123,6793,106,1033,0,0,0,0,0,0
43922,경원선,1017,신이문,1238,19,7623,1316,12070,2296,30617,4302,33917,7144,18764,4444,12720,4708,10306,5474,10348,6299,10183,7072,8990,7847,8137,10774,7725,12515,8003,17085,7908,26904,5979,22830,3505,14138,2791,11265,1941,10855,840,6879,60,1005,0,0,0,0,0,0
43922,경원선,1018,석계,1172,6,5342,1929,10306,4066,21778,4453,25826,7681,16586,5526,11931,5827,10956,6952,10913,7764,10662,8961,9755,10332,9642,13295,9044,15775,10559,21427,9945,34543,7662,26701,5779,16915,5303,14173,4614,11858,2177,7351,139,1318,0,0,0,0,0,0
43922,경원선,1019,광운대,2042,15,5434,1368,11272,3025,27655,4901,26603,8433,13310,6183,9246,5280,8071,5978,8978,6460,9006,7471,8238,8230,8373,9152,8617,10990,10009,14089,8366,22381,5467,20166,4399,12372,3953,10175,3425,9183,1628,8035,163,2975,0,0,0,0,0,0
43922,경원선,1020,월계,492,8,5158,1074,6976,2016,18102,3671,17386,6949,11612,4372,8663,3914,7407,4592,7644,5252,7636,5911,6767,5772,6726,7616,7198,9371,6781,10819,7290,16142,4379,14106,3009,8373,2391,7288,1837,6439,772,4183,44,1132,0,0,0,0,0,0
43922,경원선,1021,녹천,759,3,3928,642,6465,1288,17284,2295,15157,4095,9085,2275,6556,2919,5550,2986,6207,3438,5395,3501,4727,3556,4779,5144,4575,6130,4817,7684,4346,11731,3183,11130,1811,6678,1706,5630,945,4811,390,3436,59,795,0,0,0,0,0,0
43922,경원선,1022,창동,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43922,경원선,1901,방학,454,4,10382,1471,12668,5000,24833,6868,24745,16391,16221,9200,12592,8739,11308,8238,11627,8972,11757,9269,10944,11074,10791,13798,11131,15117,12341,17252,15363,24384,9250,22684,6132,12990,4770,10602,3946,8398,1392,5991,144,1576,0,0,0,0,0,0
43922,경원선,1902,도봉,130,4,6240,1122,8202,2913,16083,3357,15883,8863,10410,7162,8446,6790,7842,5886,7236,5830,7896,6422,7740,7004,7867,8596,7373,8953,8254,10207,8957,14152,4610,13187,2781,7807,2244,6421,1691,5118,653,3390,90,1359,0,0,0,0,0,0
43922,경원선,1903,도봉산,104,4,5539,797,7899,1973,19420,3417,18636,6550,11782,11643,9843,17422,9781,14249,12017,13371,14848,11016,18901,9389,20866,8691,21734,7401,18737,6884,13809,8696,8858,7169,5137,4426,3281,3851,2282,3746,679,2524,63,1315,0,0,0,0,0,0
43922,경원선,1904,망월사,328,4,6075,1002,10840,3095,20292,3284,20148,8396,12526,8018,9153,7034,8704,6342,8692,7311,8664,6842,8076,7593,7964,9056,8217,10511,8637,14173,8526,19114,4730,19449,3451,11705,2935,9016,2387,8119,1028,4868,133,1862,0,0,0,0,0,0
43922,경원선,1905,회룡,829,34,11524,2131,21305,4986,46606,6435,38535,9827,22152,9200,16143,8930,14587,8914,14289,10934,13631,10724,11889,12203,11589,14734,11143,17983,11269,24033,10712,34797,7004,36164,5271,20098,4381,16699,3628,13307,1349,9040,123,3216,0,0,0,0,0,0
43922,경원선,1906,의정부,2360,9,9077,2207,17843,7996,38270,11408,35465,27820,20889,26165,16601,20286,18382,18686,20385,20524,20368,23058,20837,23140,22458,23633,25055,24651,29259,29437,32686,42597,21920,40427,22079,24658,14119,22625,13239,15481,4991,11381,402,5063,0,0,0,0,0,0
43922,경원선,1907,가능,351,10,7052,1732,10082,3848,20036,4202,17924,10185,11084,6448,8149,4545,7453,4313,7522,5209,7227,5865,6142,5432,6262,6905,6171,7965,8845,10549,7949,16580,5359,16389,3681,9744,2848,8405,2469,6116,1019,5032,104,1146,0,0,0,0,0,0
43922,경원선,1908,녹양,235,1,4324,707,7550,2080,14749,3080,13263,6826,7374,3889,5823,2981,5057,3121,5093,3459,4992,3808,4324,3591,4617,4979,4616,5702,5742,7596,6628,11123,3637,11788,2549,7381,1744,6128,1474,5495,551,4357,33,932,0,0,0,0,0,0
43922,경원선,1909,양주,1604,38,4612,1166,10113,5092,27244,8907,21312,10256,12620,7685,9634,6221,8456,7406,9190,6253,8389,6484,7926,6320,8269,7289,9474,9499,10882,11072,12513,18519,6318,17856,3872,11973,2930,9180,1766,8746,711,5666,25,2550,0,0,0,0,0,0
43922,경원선,1910,덕계,0,0,1551,402,5107,1701,9358,1949,7756,3299,3739,1187,2896,1397,2630,1448,2496,1780,2491,1368,2126,1961,2137,2396,2312,2763,2656,3916,2934,4207,1462,7081,926,4245,712,2623,460,2205,229,1964,10,671,0,0,0,0,0,0
43922,경원선,1911,덕정,0,0,3093,1329,7356,4839,16231,9484,13553,10103,7380,4778,5959,3877,6148,3957,6267,4317,6123,4551,5496,4326,5446,4903,6583,6131,9443,9263,10349,8856,4880,14018,3788,7996,2591,7326,2313,5622,1086,4053,146,1084,0,0,0,0,0,0
43922,경원선,1912,지행,40,2,4073,739,8309,2385,16997,3762,14732,9906,9326,4763,7236,4038,6910,4612,7127,5173,7094,6016,6053,5860,5729,6654,6457,7621,7649,11570,9459,11359,5299,17369,4594,9827,3765,7420,3306,7425,1994,5309,133,1907,0,0,0,0,0,0
43922,경원선,1913,동두천중앙,11,0,2169,564,3808,1862,7374,3453,7158,7800,4702,3409,4143,2967,4023,3672,3990,3517,4068,3662,3702,3205,3652,3512,3791,3771,4941,4914,6464,4297,2664,6036,1846,4161,1219,2690,755,2754,318,1914,15,658,0,0,0,0,0,0
43922,경원선,1914,보산,27,1,1112,408,2229,849,4073,1714,2964,1906,2387,1339,1946,1098,1843,1238,1841,1281,1791,1488,1592,1624,1517,1596,1775,1831,2576,2111,2119,2468,1458,2858,980,2160,630,1701,293,1493,184,800,8,336,0,0,0,0,0,0
43922,경원선,1915,동두천,8,0,775,328,2253,2985,3695,7258,3763,5252,2503,3071,2492,3193,2148,2736,2084,2215,2195,1792,2269,2335,2521,2165,2583,2250,2992,2507,3834,3409,1982,3011,1151,2650,656,1866,446,1518,226,920,2,465,0,0,0,0,0,0
43922,경원선,1916,소요산,31,0,701,450,776,1166,2949,2832,2518,3363,3116,5286,3119,6849,3674,9331,5120,8614,6898,6822,9448,6092,12225,3974,11605,2971,8380,2433,5063,1682,2571,1330,1543,1214,908,1150,311,755,155,723,1,397,0,0,0,0,0,0
43922,안산선,1751,산본,479,2,7570,1809,20210,6277,49139,12865,45198,25999,21799,18316,16101,15123,15908,14724,17333,16562,17823,18591,17316,18987,17545,20211,19365,21541,21692,31013,27728,54010,19645,50713,15538,27419,16090,21863,13454,16781,4882,12771,590,2766,0,0,0,0,0,0
43922,안산선,1752,대야미,0,0,1974,1071,6399,3967,14628,4533,14429,7584,8002,4793,5860,4731,5612,4433,5836,4299,6527,4018,6988,4240,7593,5056,8230,6051,8498,7829,9743,12138,5619,10665,3814,6945,2881,6308,1645,5709,706,3648,122,728,0,0,0,0,0,0
43922,안산선,1753,반월,1,0,2824,892,6021,2734,13552,3209,12746,5446,7718,3392,5629,3122,5198,3193,5115,3401,5342,4010,4906,4453,4443,5314,5142,6174,6545,7456,7159,11895,4379,9943,2921,7349,1984,6124,1308,5224,630,3609,162,637,0,0,0,0,0,0
43922,안산선,1754,상록수,405,11,13406,2742,29991,8682,66460,11439,61659,16619,30578,12423,21546,9552,19660,10542,20454,11966,18596,14333,16593,15387,15914,17932,17539,22698,21309,32070,21962,61100,14982,53447,11239,35762,9495,30469,7377,23888,3213,17310,344,3529,0,0,0,0,0,0
43922,안산선,1755,한대앞,132,1,5363,719,12393,3246,22755,5970,19395,10589,10347,7180,7991,5745,8250,5368,8258,5879,7609,6785,7144,7183,7197,7868,7822,9815,10391,13173,11819,22646,6992,19232,5359,12531,5303,9041,4156,8808,1600,5910,88,1534,0,0,0,0,0,0
43922,안산선,1756,중앙,211,4,6603,711,19401,6136,41213,9004,32757,23821,16078,19068,13311,12946,14042,12990,15815,15199,16256,17483,15881,19291,16482,18644,19872,20750,22621,27987,27421,47719,17812,43681,18170,25591,17015,21448,15599,16216,6441,12740,471,3964,0,0,0,0,0,0
43922,안산선,1757,고잔,207,6,3927,609,10318,4169,23104,10071,16314,22599,9447,10911,8419,7139,8579,6588,8080,7074,8030,7982,8530,8148,9354,7409,10391,7547,15460,11086,18413,17251,7744,14419,5344,10351,4922,7469,3764,7061,1503,6161,94,2199,0,0,0,0,0,0
43922,안산선,1758,초지,189,0,2572,304,6412,3668,14148,7269,10604,8055,5068,2862,3973,2528,3917,2415,3963,2930,3670,3133,3460,3318,3437,3592,4446,3938,7217,5855,8651,10710,3976,9906,2882,6750,2128,4908,1533,4479,453,2966,40,1238,0,0,0,0,0,0
43922,안산선,1759,안산,1350,8,10332,769,10919,14077,17837,33516,16586,27491,12446,10700,10514,9586,10665,9348,12046,10178,12688,10218,12648,10282,14149,10907,15689,12065,35021,16379,38247,20633,18051,17626,16252,12559,9663,12023,3994,7993,1116,4419,81,2016,0,1,0,0,0,0
43922,안산선,1760,신길온천,9,0,1488,64,2548,1182,4845,2960,4380,2130,2062,1161,1659,1191,1640,1154,1674,1137,1638,1112,1499,1266,1654,1649,1854,1858,2871,2442,3409,3798,1481,3262,1095,2348,749,1993,342,1488,143,1297,8,475,0,0,0,0,0,0
43922,안산선,1761,정왕,187,2,4862,319,7017,9011,12952,21250,10934,19189,7273,8233,6540,5550,6193,5252,6891,5898,7001,5919,6769,6655,7331,7021,9521,7045,15017,10556,20719,13815,9192,11888,7659,8480,5283,7599,2704,6082,1150,4591,31,1625,0,0,0,0,0,0
43922,안산선,1762,오이도,180,1,5496,92,13193,6724,27364,11703,20581,12828,10937,6370,8831,6958,8649,7738,9629,8875,9636,9471,9139,9674,10362,10385,11335,10367,16252,14540,16840,23442,10640,20143,8056,12460,6736,11816,4682,9916,1599,7884,1,3318,0,1,0,0,0,0
43922,안산선,1763,수리산,8,1,2420,553,8165,1571,16085,3257,15271,4209,8033,4083,5276,5561,4816,3891,4887,3587,4977,3510,4708,3662,4853,3951,4539,4617,4536,5878,4767,10322,2778,9135,1813,5403,1348,4764,890,4317,317,2879,65,582,0,0,0,0,0,0
43922,과천선,1450,선바위,0,0,773,955,5344,7940,15507,18875,19918,24437,12537,14651,6956,6830,6381,5836,6938,5754,7586,5744,7285,5434,8181,6182,11185,6380,19556,10029,28974,14823,15055,12263,8555,7959,6687,7022,3873,6329,988,3711,7,182,0,0,0,0,0,0
43922,과천선,1451,경마공원,0,0,186,194,698,1230,1576,2143,2482,4559,1597,1508,1179,1014,1150,1171,1174,1155,1586,1218,1557,1232,1753,1194,2134,1356,2537,1525,4515,1978,1154,1486,531,1017,526,914,225,753,108,504,4,21,0,0,0,0,0,0
43922,과천선,1452,대공원,0,0,17,293,172,2962,663,4059,856,7085,1118,10021,1406,13279,2225,8958,4023,7366,5040,8510,7292,7724,9958,4944,12216,3106,12329,1706,10099,1152,5010,832,3176,398,1600,361,319,230,122,179,4,9,0,0,0,0,0,0
43922,과천선,1453,과천,3,1,1122,1070,4697,10374,14045,3507,14104,6728,7837,3444,4821,3321,4727,2866,5021,3060,5421,3291,5318,3456,5929,3673,10365,4771,11279,6394,6609,10841,3179,10092,1795,5685,1321,5503,895,5401,292,3979,6,125,0,0,0,0,0,0
43922,과천선,1454,정부과천청사,8,0,1332,1213,4178,9023,11762,18641,10800,50080,7511,16116,5555,8604,5986,6230,6846,6563,7827,6966,8897,6813,10337,6382,15030,6771,25649,8878,41901,12431,12373,10847,8740,6450,6980,5314,3971,4600,1172,3303,14,116,0,1,0,0,0,0
43922,과천선,1455,인덕원,86,0,7340,2102,23360,10998,65240,27200,60798,84296,32551,30746,21341,15270,19453,14796,21945,14485,22359,16147,20634,17432,21752,19816,26150,23776,38690,37409,68823,59676,28067,59923,19741,32953,19248,27716,13657,27097,4491,18703,60,1190,0,0,0,0,0,0
43922,과천선,1456,평촌,10,0,2906,2453,17029,8432,48114,27813,38955,69305,20162,28734,13973,12626,13040,10629,13783,10885,13778,13846,14036,12189,16265,12239,17518,14840,31611,21549,53984,38587,24422,38490,16985,20147,14617,16070,12265,14340,3986,8789,46,1704,0,0,0,0,0,0
43922,과천선,1457,범계,73,3,6323,2912,25953,9749,69160,18982,62526,48808,30796,38115,21460,23643,22942,21153,24964,21708,25786,27584,24994,25096,27236,26467,31665,31302,38281,44557,53458,73619,33312,65818,33427,34401,27276,26910,25659,23310,9217,13378,309,2849,0,1,0,0,0,0
43922,분당선,1023,선릉,41,0,1135,1096,1791,9394,3138,39872,4579,115830,4092,77659,4734,31125,6090,18092,7207,15975,8908,17451,9951,14923,12932,13457,21124,12262,35973,15553,66224,19101,31316,12181,18028,6167,15969,4368,14370,3828,4577,3026,96,893,0,0,0,0,0,0
43922,분당선,1024,한티,7,0,1397,777,5454,6626,14473,18037,17175,37625,10402,33928,8059,19223,8936,12790,11283,15522,12906,19131,13061,13798,15716,13080,18820,13973,27179,21653,34437,23804,24573,18761,24752,10445,15616,8222,21194,7680,3729,4786,115,485,0,0,0,0,0,0
43922,분당선,1025,도곡,26,0,807,764,2369,4744,5592,10504,8657,21762,5529,14756,4313,6279,4790,4941,5608,5045,6173,5752,6289,4950,8198,4714,10222,4962,14513,6940,18942,9270,9757,7708,6291,4650,5811,3725,4052,3509,1042,2571,28,553,0,0,0,0,0,0
43922,분당선,1026,구룡,9,0,300,233,931,2250,1739,3034,2689,3787,1936,1625,1563,1164,1412,899,1672,972,1620,1329,1569,1145,1573,1340,3345,1281,3363,1591,2688,2290,1304,1983,674,1310,586,1091,371,1106,120,829,5,102,0,0,0,0,0,0
43922,분당선,1027,개포동,1,1,571,299,2294,2590,6484,3993,6928,7605,4228,5220,3059,2977,2846,2386,3784,2596,3583,3053,3837,2899,3673,3181,4347,3726,5762,5035,6391,7703,4032,6493,2729,4068,2470,3424,2137,3601,718,2203,17,274,0,0,0,0,0,0
43922,분당선,1028,대모산입구,1,0,1466,1219,2869,8361,6820,3514,8141,6686,5086,3743,3657,2687,3182,2041,3149,2185,3467,2493,3257,2652,3550,3137,5679,3303,8290,3773,6681,6029,3281,5171,1991,3265,1250,2869,923,3086,335,1714,14,359,0,0,0,0,0,0
43922,분당선,1030,수서,73,5,2953,2432,5700,8917,18461,19310,28319,37160,17757,20573,14582,12850,11760,10296,14314,11947,13877,12585,11347,12690,16276,13102,17464,16568,25798,20467,34628,30954,16293,23711,15490,15979,10985,12480,9481,10945,4362,5421,77,1146,0,0,0,0,0,0
43922,분당선,1031,복정,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
43922,분당선,1846,수원,937,7,3859,366,6778,2528,19706,4867,21808,8067,10530,6135,6358,3685,5583,3938,6451,4946,6756,5700,6611,5133,7394,5274,8449,7572,11275,10138,15086,16934,11242,13535,9482,7339,8403,6243,6737,5413,3208,2907,92,1286,0,0,0,0,0,0
43922,분당선,1847,서울숲,60,0,2035,428,4139,10265,11502,9538,18040,30198,12864,20318,6075,10207,5655,9416,6356,11513,8187,15546,8913,15803,12083,15684,18759,13137,27484,14206,35321,18941,19219,14769,11523,7879,9449,6259,6209,5884,1723,3121,16,584,0,0,0,0,0,0
43922,분당선,1848,압구정로데오,148,2,1529,594,3058,8419,3779,18647,5680,56477,4782,82906,5398,39990,7515,24393,10011,23520,12357,23777,15774,21666,20350,19678,26058,19399,42794,23635,67115,29436,52486,19378,43197,7640,27856,4677,21482,3931,6804,2094,130,327,0,0,0,0,0,0
43922,분당선,1849,강남구청,17,0,989,497,2248,3969,4949,13224,7201,43121,6357,34778,5113,15182,5715,10010,6760,10109,8302,10450,8939,10335,10337,9112,11526,9594,19362,11565,40533,15850,21953,11027,12201,6047,11091,4546,8061,4186,2891,2607,37,577,0,0,0,0,0,0
43922,분당선,1850,선정릉,7,0,857,776,1740,4045,3220,11604,5881,43259,4665,39919,3924,12879,4505,6672,5277,6732,5967,6863,6967,6074,7736,5286,9789,5708,17938,6331,38674,8295,23217,5860,10571,3617,9181,2970,6682,2817,2177,1886,54,400,0,0,0,0,0,0
43922,분당선,1851,가천대,36,11,4530,751,6003,2965,14902,4324,19688,12602,12073,7631,6522,5702,5565,4879,6614,5997,6721,6629,6489,7093,6781,7651,9576,9665,12949,12679,10704,19375,6381,17179,4290,12143,3794,11850,3545,11372,1764,7743,99,1064,0,0,0,0,0,0
43922,분당선,1852,태평,162,16,13542,2069,17664,4846,32607,7494,53046,14586,33491,9902,17888,8870,14710,10063,15270,10146,15671,12155,13965,13223,13400,19359,13825,20240,15970,25886,16621,39282,9469,31688,7434,21864,5754,22661,4241,18907,1699,10185,137,1594,0,1,0,0,0,0
43922,분당선,1853,모란,223,9,13609,2750,18914,9540,43824,18000,56851,27643,41310,20950,24586,20600,23915,22649,25388,22338,26401,25602,25678,25900,26051,33369,29460,31426,28697,36547,33992,55268,20565,44082,14391,31335,13083,28334,10651,22370,5597,15009,471,2086,0,0,0,0,0,0
43922,분당선,1854,야탑,149,2,6176,2810,15758,12010,44087,29773,52733,74888,33050,42059,23362,23545,23887,21594,26167,23882,27010,25914,27252,27544,29508,25613,32126,31615,43674,39287,66414,58949,34127,50738,25028,30313,23363,24628,16351,23148,6652,13811,432,2537,0,0,0,0,0,0
43922,분당선,1855,서현,433,20,4285,2520,10793,8820,26031,27625,31942,63491,21541,49883,17107,26691,18922,23526,21252,23229,23860,28452,25720,27846,29634,28361,31527,28255,46942,36720,66408,51621,40563,41738,40882,22190,31427,18256,25443,14814,11444,9423,830,1326,0,0,0,0,0,0
43922,분당선,1856,수내,121,0,2333,1710,5430,5308,13720,13153,17510,39713,10937,34096,7892,16297,8859,11090,10667,11979,11848,12540,13569,12872,15421,11173,17026,13401,25464,15326,36758,22497,23081,16960,21231,10367,14174,8328,12175,7475,3574,4569,233,850,0,0,0,0,0,0
43922,분당선,1857,정자,333,11,3240,1127,8636,13226,22775,19033,26879,51305,17926,34982,11447,15928,11644,11558,13003,12670,13873,14006,15030,14029,17695,14329,20093,17276,29844,22957,45196,37898,25662,32671,19154,19697,20391,14890,19072,14518,7813,8642,1065,2431,0,0,0,0,0,0
43922,분당선,1858,미금,540,3,2890,914,8914,10326,19142,15633,24970,34330,19037,26898,16305,16337,16397,15200,17452,16525,18357,18476,20089,16824,22539,19124,22706,19400,27606,23619,33052,34634,17999,27956,14905,18875,15133,16174,12910,14029,4298,9200,243,2366,0,0,0,0,0,0
43922,분당선,1859,오리,706,21,3217,466,11156,6471,24472,11941,26356,27063,16415,14490,10972,8467,10757,7049,11449,8402,11871,8978,11695,9066,12878,9229,14239,10841,19887,12910,28052,21272,13429,18354,9366,12519,8753,9484,6072,9295,2309,6264,124,1766,0,0,0,0,0,0
43922,분당선,1860,이매,45,0,2030,690,5211,2805,11288,6285,11862,10020,7671,5682,5382,3895,5376,3964,5433,4186,5798,4927,5919,4592,5563,5637,6524,5632,8475,8108,10664,10939,5466,9399,3468,6091,3701,5440,3568,5727,741,3754,96,737,0,0,0,0,0,0
43922,분당선,1861,보정,15,2,762,89,2639,1149,7368,2085,7659,3410,4091,1388,2710,989,2285,1141,2254,1437,2303,1438,2286,1626,2448,2146,2392,2529,2882,2951,2914,4885,1391,4750,1081,3079,940,2582,758,2385,358,1586,35,479,1,1,0,0,0,0
