사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
43922,6호선,2627,공덕,111,0,4123,1593,6820,8753,16742,28999,22972,80829,16286,45064,11901,18519,14002,13955,14528,14265,17023,15372,17062,15287,20632,15410,23794,15908,40272,20584,72575,32928,32457,23144,22477,12618,21929,10907,17441,9431,7846,7006,78,3057,0,0,0,0,0,0
43922,6호선,2628,효창공원앞,3,1,2010,609,4213,3770,12538,5644,20880,18014,12023,10972,7123,5675,6431,5323,6892,5358,7339,6082,7186,5937,7447,6888,8711,7005,11610,9799,18792,15120,9697,11685,5618,7152,4923,6554,3794,5639,1665,3842,6,475,0,0,0,0,0,0
43922,6호선,2629,삼각지,3,0,994,610,2301,3773,5529,10792,7776,19783,5900,7491,4043,3692,4290,3441,5048,3571,5754,3835,5767,4082,7013,4343,8417,4765,13649,6343,20452,9170,10110,6734,6534,4400,6855,4044,5410,4517,2354,3569,6,259,0,0,0,0,0,0
43922,6호선,2630,녹사평(용산구청),17,1,1081,270,1667,3103,3577,6296,6334,12475,4608,6192,3489,5179,3363,4938,3725,6744,4632,7398,5237,8033,5799,7104,8050,8623,10673,9288,14374,12852,10607,9603,8861,5162,9608,3835,8952,3362,4095,2034,1,262,0,0,0,0,0,0
43922,6호선,2631,이태원,1,0,4538,912,5440,5573,8246,8619,11460,18093,8519,16837,6467,12313,7202,11210,8609,13037,9551,15682,10628,15776,12682,17763,16112,19619,20410,24391,27195,32345,22191,27095,20662,16777,24481,13038,26438,10558,14465,8100,11,1313,0,0,0,0,0,0
43922,6호선,2632,한강진,12,0,634,477,1155,5810,2698,14853,3627,28142,3112,21511,2241,11802,2540,10431,3395,10176,4245,13597,5645,10853,8429,11828,12958,10965,19146,12453,26776,14201,20175,9228,14897,3850,16256,2728,11863,2028,3160,1612,5,1774,0,0,0,0,0,0
43922,6호선,2633,버티고개,1,0,681,273,1506,1243,3949,2159,5777,4577,3719,2511,2418,2108,2148,1743,2637,1640,2551,2192,2210,2126,2756,2547,2598,2545,3620,3499,5476,5235,3080,4482,1838,2657,1350,2407,1131,2385,565,1800,1,112,0,0,0,0,0,0
43922,6호선,2634,약수,5,0,1135,278,1530,1853,3845,4126,6015,14606,4161,7788,3332,3714,3378,3347,3989,3452,3997,3819,4270,3918,4370,3804,5141,4319,7213,5142,10504,7580,6305,5149,3946,3065,4061,2459,3280,2468,1527,1729,11,152,0,0,0,0,0,0
43922,6호선,2635,청구,4,0,1370,479,2728,2153,5853,5862,7648,21520,4745,10610,3213,4075,3602,3278,3390,3368,3721,3393,3675,3533,3847,3908,4881,4393,6237,5021,11542,6556,7625,5276,4704,3162,3949,2950,3022,2894,1280,1909,7,264,0,0,0,0,0,0
43922,6호선,2636,신당,156,1,8167,786,5293,4966,5869,11123,8141,31548,8220,19321,6190,11297,7080,7955,8696,6099,7025,6571,7644,6133,8889,5966,11398,6118,14473,7986,22005,9971,13182,16318,9934,9474,9457,6069,7626,5662,3684,9191,7,862,0,0,0,0,0,0
43922,6호선,2637,동묘앞,70,2,4113,635,3956,3697,6662,7443,9314,23427,8465,18277,7265,12187,9277,11821,11929,11611,12153,12583,14418,12706,15802,12276,17015,10998,20351,10866,22981,12683,12101,9670,7743,6226,6183,5820,4973,5933,2057,6909,5,976,0,0,0,0,0,0
43922,6호선,2638,창신,17,0,2136,383,4406,1523,11907,2353,14438,5684,7030,2605,3716,1975,3342,1814,3300,2131,3336,2268,2943,2650,2858,2735,3481,3382,3895,4363,4054,7875,2391,6843,2011,4260,1535,4014,1093,3438,449,2584,0,95,0,0,0,0,0,0
43922,6호선,2639,보문,14,0,3237,878,5942,2869,16144,6487,25054,16126,13766,7934,7872,5238,7137,4768,7767,5342,8086,5731,7781,5888,7501,6700,8992,8047,10630,10988,14504,17950,8143,15607,5841,9809,5223,8992,4202,9089,2568,7215,1,244,0,0,0,0,0,0
43922,6호선,2640,안암(고대병원앞),2,0,1357,981,2285,5771,6211,11973,8941,26490,7136,22987,7815,13502,8422,10701,9588,10713,9722,13602,11187,11165,13395,10377,16983,9633,27680,12228,25307,16128,14830,13749,12285,8027,12949,7502,13925,7540,8055,6548,5,1354,0,0,0,0,0,0
43922,6호선,2641,고려대(종암),15,0,2910,598,5687,3497,16135,7521,20927,21376,11535,8847,6853,5651,6681,5604,7548,6229,7658,7013,7534,6487,8090,6841,10771,8130,16457,10472,16291,16776,8156,15899,5542,9108,5355,8820,4575,8086,1894,6618,5,193,0,0,0,0,0,0
43922,6호선,2642,월곡(동덕여대),8,0,5724,922,11020,3473,32713,5887,38033,19429,19744,11838,13067,8451,11257,8282,12228,9609,12232,9796,11449,11193,11213,12155,11667,15470,14814,19446,20165,34146,11610,28760,7902,16130,7036,14588,5725,12665,2473,8681,3,213,0,0,0,0,0,0
43922,6호선,2643,상월곡(한국과학기술연구원),7,0,4320,453,6810,1975,19136,2742,24004,10264,12732,5108,7356,3582,6570,3577,6491,4459,6645,4577,5794,5045,5532,5950,6065,7388,6445,9390,8440,15487,6033,14378,3144,8639,2232,7780,1837,6769,948,5059,0,163,0,0,0,0,0,0
43922,6호선,2644,돌곶이,10,0,5558,740,10397,2924,26524,5317,32546,13683,16068,9142,10799,7932,9183,6275,9467,7034,11053,7743,10878,8077,9077,9805,10106,11306,10995,15845,11746,25661,9163,23883,5222,13216,6304,10218,4875,10243,1533,7173,1,199,0,0,0,0,0,0
43922,6호선,2645,석계,696,9,6941,1925,16784,4712,42630,5563,48580,10749,25741,7778,16189,7212,13275,7751,13890,9000,13946,10501,12474,12073,11544,14838,12026,18867,12954,25461,12725,43375,10340,41322,7093,22605,6256,19024,5644,17512,3235,12117,50,1076,0,0,0,0,0,0
43922,6호선,2646,태릉입구,6,0,3594,967,5757,2375,15188,3152,18766,6744,9032,5112,5956,3773,5248,4204,5858,4952,6255,5454,5868,5788,5484,6375,5860,8193,6846,10908,7501,19243,5091,17076,3777,9148,3534,8764,2760,7381,1573,6381,8,1398,0,0,0,0,0,0
43922,6호선,2647,화랑대(서울여대입구),14,2,4628,872,17195,2796,50827,4975,46431,8859,21379,5411,12199,4986,10215,4668,11181,5736,10440,6079,9648,7451,9093,7826,11385,10367,11876,15355,10622,29374,6015,28724,3787,16088,3191,13966,2628,12214,1226,9096,1,931,0,0,0,0,0,0
43922,6호선,2648,봉화산(서울의료원),11,0,4573,1023,13073,2802,42063,4859,36131,9849,16911,5617,10458,5022,8798,4647,9357,5803,9230,6630,8257,7038,7525,8497,7807,10406,9689,15155,9139,26268,4819,26711,3751,15226,3275,12105,2673,12259,1092,7901,0,961,0,0,0,0,0,0
43922,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43922,7호선,2711,장암,0,0,1149,113,5264,1389,14170,1002,9496,1599,3132,2184,1565,2710,1256,1483,1506,1454,1798,1111,2099,1190,2648,1018,3008,925,3724,1184,3015,2351,1729,2681,997,1328,630,748,321,544,116,482,0,7,0,0,0,0,0,0
43922,7호선,2712,도봉산,26,0,3902,758,14160,4654,44254,6434,34914,9912,16439,13146,9395,17054,7807,13017,9345,11427,9462,10467,10281,10302,10621,10681,11949,11807,11390,16088,10196,28975,5640,35054,3319,20923,2142,16740,1781,15876,597,11702,41,2518,1,1,0,0,0,0
43922,7호선,2713,수락산,12,0,7923,671,18176,5092,42554,6844,41622,15265,22719,15758,15067,16297,13727,12650,14687,12168,15995,11286,16073,11840,15800,13747,16508,16122,17272,20732,17873,34906,11443,39110,7303,23189,6001,18125,4461,17054,1777,11102,19,1999,0,0,0,0,0,0
43922,7호선,2714,마들,5,1,8194,1676,18253,4096,49578,5310,45531,8476,23278,7482,15283,7252,13509,7726,13727,8507,13020,9058,11296,10370,10974,12671,11377,14984,10844,20310,9571,33735,6275,38516,4446,20880,3447,16948,2842,15795,1044,10869,9,1262,0,0,0,0,0,0
43922,7호선,2715,노원,36,1,7512,2111,12636,5637,31067,14336,31150,37456,22402,35976,20728,25164,22279,21370,23201,23087,25637,26991,26329,28944,28283,30378,30047,29814,32539,36905,39448,50295,25682,45030,24730,23039,19158,17712,21993,14164,7265,11838,58,1435,0,0,0,0,0,0
43922,7호선,2716,중계,19,0,7932,1984,19710,4283,53077,9620,54614,16118,27934,9714,17738,7602,15351,7503,15771,9099,14930,10862,12880,11298,12897,13187,13702,15232,14766,21174,14122,36269,8565,38904,6140,22796,5280,19083,4817,17797,1553,11660,11,955,0,0,0,0,0,0
43922,7호선,2717,하계,4,0,6548,1307,19824,5349,57250,10627,60404,21169,31785,15276,20821,11505,19377,11462,20084,13995,19425,16467,18260,16637,19468,19021,21277,21707,22419,27977,21060,46808,13452,50028,9669,27314,9435,23271,8422,20497,2457,14867,10,1178,0,0,0,0,0,0
43922,7호선,2718,공릉(서울과학기술대),18,0,5536,1240,11842,3768,30088,6459,35838,19032,20057,10992,13242,8434,12002,8609,13005,10248,13181,11460,13183,12189,12964,14269,14071,16521,16878,21112,19501,33499,11731,33797,9041,18853,8173,15538,7546,13774,3481,11060,2,736,0,0,0,0,0,0
43922,7호선,2719,태릉입구,103,1,6138,1384,6057,4443,16927,6230,21985,14042,13764,8960,8913,6222,8048,5816,8958,6453,9029,7234,9298,7484,9453,8204,10351,9941,13852,12301,15561,18705,9638,17414,6714,11061,6588,9324,5278,8998,2333,6023,17,3715,0,0,0,0,0,0
43922,7호선,2720,먹골,37,0,6536,776,10605,2820,31313,4515,38801,12460,22477,8005,13145,7237,11017,7183,11700,7633,11701,8776,10918,9691,10055,12051,10715,14739,12282,19895,13705,31309,9444,30523,6177,17168,5514,14921,4104,13302,2054,9266,4,867,0,0,0,0,0,0
43922,7호선,2721,중화,4,0,7744,1042,12162,3870,31159,6955,42727,18378,23777,9303,14114,7131,11283,7301,12236,8251,12204,9164,11089,9838,10787,12717,12003,14914,14220,19825,15683,32681,10810,30513,6782,18535,6368,15828,4861,14683,2010,9783,21,966,0,0,0,0,0,0
43922,7호선,2722,상봉(시외버스터미널),254,2,9585,1563,16807,7330,43378,12065,60347,28391,32022,17442,17859,12183,15550,11638,16877,13337,17721,15097,17219,15603,17878,17722,20449,21188,26521,29511,28961,49566,20497,46784,14807,26438,14254,21871,11345,19256,5230,13554,52,1515,0,0,0,0,0,0
43922,7호선,2723,면목,33,0,11414,1014,19652,5278,47760,7358,64715,19901,35517,11276,19167,10530,16399,10686,16981,11407,16755,12795,15205,14610,14250,18586,15629,23437,17120,29650,18516,48499,15024,46163,9131,26719,7003,22745,5184,20181,2424,13230,10,1362,0,0,0,0,0,0
43922,7호선,2724,사가정,10,0,9631,1625,17534,7895,42201,10268,55721,23211,32600,13124,19587,12966,17003,12806,18260,12912,18187,13865,17182,15521,16783,19394,18479,22859,21545,31470,22579,50815,16755,45227,11738,26128,10065,21915,8015,19299,3862,11465,3,1498,0,0,0,0,0,0
43922,7호선,2725,용마산(용마폭포공원),2,0,4626,760,9042,2599,19401,2960,26191,8153,14488,5037,7688,5234,6172,4668,6427,4537,6705,4989,5876,5469,5721,6500,6417,7897,6613,10424,6854,18416,4456,16506,2481,10089,2216,9204,1633,8562,794,5174,3,671,0,0,0,0,0,0
43922,7호선,2726,중곡,2,0,4835,513,10299,3844,26027,5995,39888,14925,22905,7926,12034,6695,10228,6327,10276,6777,10751,7970,9792,8635,9364,11031,10478,12520,12893,16863,11696,27782,8486,24236,5810,14247,4448,13116,3383,11476,1581,7988,5,176,0,0,0,0,0,0
43922,7호선,2727,군자(능동),25,0,7630,640,11864,6868,29196,7405,49764,22215,31821,13873,15982,8903,13280,8468,14157,8934,14849,9800,14106,10276,14686,13479,16857,15086,20803,21289,27317,35589,18221,30057,13341,17533,13026,14383,11057,13422,5183,9142,12,512,0,1,0,0,0,0
43922,7호선,2728,어린이대공원(세종대),4,1,3097,960,5471,8883,13661,11750,24840,31403,17189,15741,9375,12225,8087,11110,9836,11880,11071,14410,12050,14180,14325,14216,18341,13775,27377,16486,28645,22929,16300,19119,11951,11650,12338,10458,12349,9508,5831,7015,15,374,0,0,0,0,0,0
43922,7호선,2729,건대입구,21,2,3825,853,4363,6006,9999,14344,16311,24922,12482,20591,9275,14536,9565,12818,10445,14922,11697,17361,13312,17948,16930,17481,20121,17353,27559,23282,29603,35694,22475,26167,23873,13973,20351,10918,18116,8914,9373,5701,4,3205,0,0,0,0,0,0
43922,7호선,2730,뚝섬유원지,1,0,4251,451,7552,3652,17085,4922,25019,9535,16067,7107,8299,6063,6720,7860,7094,10870,8101,15646,8945,19019,11281,20831,15637,19772,20705,21430,22374,28134,16918,20707,12721,12030,10549,10807,8084,9058,3541,4886,4,392,0,0,0,0,0,0
43922,7호선,2731,청담,19,0,2323,3526,6159,24612,8939,50180,12215,128404,9870,85354,8432,30539,9736,16647,11976,14916,13532,17135,16579,14410,23895,12553,30103,12532,52707,14230,95128,16698,52203,12438,27929,7967,25578,7208,18491,4944,5440,3638,16,2708,0,0,0,0,0,0
43922,7호선,2732,강남구청,8,1,1563,1774,3371,9801,5405,28017,7432,90674,6197,85080,6249,30230,7483,17849,9094,15953,11131,16229,14035,14479,19137,12303,21152,11780,35030,13121,74109,15386,47149,10985,27217,6654,26405,5509,20978,4135,7371,3290,27,418,0,0,0,0,0,0
43922,7호선,2733,학동,1,0,1952,1986,4134,18980,6988,47060,9354,160930,8281,121917,8196,38985,9371,19164,11573,15622,13757,18067,18114,16380,23561,13697,28398,13089,57585,14595,139361,15716,71195,10737,33724,7000,29582,5699,22419,4133,7674,3225,33,248,0,0,0,0,0,0
43922,7호선,2734,논현,36,0,3126,1182,4457,13810,7618,42159,12694,106609,10989,90232,9369,34094,10831,19471,12681,17557,15016,20429,17529,18742,21498,17353,25887,17526,47355,21488,91515,28838,55690,20207,33152,11255,32685,8923,29975,6716,13383,5032,68,516,0,0,0,0,0,0
43922,7호선,2735,반포,0,1,919,615,2833,5282,6552,10412,9368,18383,6458,14955,4296,7196,4327,6753,5794,7367,6304,6940,6393,6143,8164,5872,10997,6082,12368,6960,15841,9613,10145,6836,7415,4064,8431,3429,7211,3237,1977,2027,7,158,0,0,0,0,0,0
43922,7호선,2736,고속터미널,12,1,955,2294,2621,18716,7635,32588,12204,43228,13150,28660,13524,17788,15423,15450,16235,15243,17187,18433,18122,17184,23803,13201,25673,12954,40809,14164,42326,16554,26417,12172,26072,6970,22567,6888,18652,3585,5326,2389,15,309,0,0,0,0,0,0
43922,7호선,2737,내방,6,0,2035,1444,5931,8820,13414,20422,21902,70645,15699,36727,10095,15295,10129,11263,10966,11131,12843,13153,13783,12180,14795,12400,18108,13100,30074,15798,60672,23546,24061,17398,15035,10074,14568,8589,11251,7350,3586,4833,8,2864,0,0,0,0,0,0
43922,7호선,2738,이수,31,0,5037,984,7330,7823,21515,11870,35903,37903,22318,25975,14286,15197,13737,13291,15321,14178,16627,16049,17444,16650,18500,17661,20750,20675,25368,27465,38223,44784,23368,34346,20408,17964,20864,14463,19355,12099,9769,7970,47,884,0,1,0,0,0,0
43922,7호선,2739,남성,0,0,5149,643,10359,3631,30980,5087,47606,12557,26769,8637,13776,7658,11785,7509,11563,8541,12539,9241,11042,10124,10313,12367,10548,14497,12026,20564,13463,35252,8599,27996,6981,16906,6895,15064,5284,12913,2224,8626,16,597,0,0,0,0,0,0
43922,7호선,2740,숭실대입구(살피재),43,0,4812,694,9686,3336,29553,5665,43194,15387,22812,11894,12295,8955,11061,9212,11592,10149,12706,11564,12063,11593,11681,13472,13633,15899,17847,21640,16485,37652,10236,30280,8264,18439,8314,15526,7718,14749,3937,10437,19,958,0,0,0,0,0,0
43922,7호선,2741,상도,1,0,3706,1471,9027,7348,24759,6873,35972,14569,20346,10285,11354,7207,9799,7042,10557,7981,10875,8902,10680,9357,10695,10220,12656,12175,15936,17353,16521,30654,8871,23415,6665,14947,6592,12999,6641,12352,3218,8166,13,634,0,0,0,0,0,0
43922,7호선,2742,장승배기,14,0,5850,984,10589,3494,24866,7244,38492,14898,22271,8393,11961,7362,10250,7510,10567,7913,11247,8915,10394,9768,9839,11407,10718,13067,11722,18269,14136,30679,7928,24051,6287,14781,6382,13648,5806,11575,2128,8041,20,626,0,0,0,0,0,0
43922,7호선,2743,신대방삼거리,19,0,8996,1214,14908,6157,42775,9994,68160,26676,36713,15784,18693,10878,16204,9989,16887,11253,16616,12800,15577,14309,15013,16548,16753,19908,20189,28271,26080,51315,14289,43390,11264,25849,9435,21646,7963,19544,3543,13596,13,961,0,0,0,0,0,0
43922,7호선,2744,보라매,48,0,5457,1809,6967,6079,18196,13495,27220,33736,16417,11443,8796,6644,8349,6123,8644,7079,8706,8020,9111,8048,9435,8478,12685,9708,15632,14833,29362,23481,11000,19239,7160,10923,6503,9806,5051,8933,2035,6142,12,670,0,0,0,0,0,0
43922,7호선,2745,신풍,69,0,9346,1533,12714,7329,31613,8607,39678,17499,22878,9123,12222,7400,10505,7372,11038,7594,11262,9027,10124,8961,10253,11247,12830,13584,15425,20815,16739,33107,9871,25544,6631,15424,5633,14497,4470,13133,1685,7965,9,1793,0,0,0,0,0,0
43922,7호선,2746,대림(구로구청),19,1,10858,1041,7173,3171,12171,5305,16895,13915,12716,10031,8245,9028,8137,9175,9122,8461,9403,9080,9414,9038,9852,9831,11056,10812,12740,16658,14474,17845,9221,12250,6663,8633,5425,10114,3985,8071,1948,4285,10,190,0,0,0,0,0,0
43922,7호선,2747,남구로,21,1,17080,1719,12639,5852,23794,27323,28196,88863,18549,44141,11875,14826,10293,11292,11355,10713,11350,11269,11162,10762,11956,12589,14870,15478,32923,27726,68133,27648,32851,18819,16658,13334,11986,13881,7899,12397,3324,6994,19,407,0,0,0,0,0,0
43922,7호선,2748,가산디지털단지,558,1,6371,5056,7610,20464,17122,107563,18807,327961,14266,197895,13515,51524,16851,30495,21436,27617,25924,29538,29661,26602,37821,24946,52755,23074,153569,24038,270054,27857,128896,21219,70971,11955,50685,9158,30064,8909,10337,5895,96,912,0,0,0,0,0,0
43922,7호선,2749,철산,7,0,9440,4321,24712,10236,71421,12726,77959,27843,38430,20757,22059,16117,20393,15163,21629,16729,21731,19710,20089,20700,20829,23397,23995,27815,29930,43977,31464,81002,19704,69449,16780,36261,17356,29656,14974,27240,6640,16542,72,2815,0,0,0,0,0,0
43922,7호선,2750,광명사거리,118,0,21059,4990,28852,11813,72887,14073,89547,23082,46316,18976,26796,17767,23872,18764,25606,20565,26192,21841,24112,24317,24145,28804,26803,34267,30410,48816,29547,79198,20417,66008,16101,37245,12372,31174,9039,26726,3576,16111,77,2568,0,0,0,0,0,0
43922,7호선,2751,천왕,42,1,6329,870,12474,4165,36379,5742,44232,8957,22860,5596,11230,4991,9279,5740,9684,6418,9859,7036,8677,7887,8347,9559,10323,11983,10039,16852,10316,33299,5994,30250,4433,16449,3485,13630,2865,11431,953,7691,14,1141,0,0,0,0,0,0
43922,7호선,2752,온수(성공회대입구),59,2,6825,931,13633,3627,42119,6730,49596,12410,21667,5937,9821,4946,8526,4748,8764,5749,9031,6632,7597,7001,7415,8560,9022,11106,10881,17436,11540,35729,5702,30547,3943,16696,3618,14504,2743,12119,1189,9070,31,4159,0,0,0,0,0,0
43922,7호선,2753,까치울,6,0,3329,649,8599,3448,24590,4438,31440,8842,15062,4205,7808,4357,7220,5155,7508,6139,8060,6175,7521,6402,7722,6872,8375,8749,9781,15102,9525,23678,6276,21955,4683,12997,3593,11080,2742,10261,951,6114,1,9,0,0,0,0,0,0
43922,7호선,2754,부천종합운동장,15,0,2949,1004,5043,2551,14002,4987,16543,9978,8847,3677,4600,3635,4420,3111,4866,2808,4510,3324,4038,3510,4258,3533,5077,4127,6755,5955,8984,10892,4147,9972,2419,5949,2073,5026,1297,4431,485,3198,0,12,0,0,0,0,0,0
43922,7호선,2755,춘의,1,0,4276,1116,8312,4853,20282,23557,21111,44963,11500,14470,7353,6547,6117,5101,7014,5411,7451,6409,7265,6084,7783,6430,9635,7072,22343,9631,36787,16927,13603,15813,8909,9839,7266,9497,3948,6886,1280,5424,1,48,0,0,0,0,0,0
43922,7호선,2756,신중동,4,0,4927,2070,13919,4939,37592,12284,37542,38688,17904,22813,12344,12797,12192,10285,13256,11317,13764,13520,13749,13073,14924,13560,15962,16025,22169,21906,37973,36448,17522,39116,17671,18560,10456,15104,9411,13176,3976,10605,6,448,0,0,0,0,0,0
43922,7호선,2757,부천시청,14,5,4831,2062,13751,5048,36201,11938,35196,19746,15554,16142,10592,9677,10358,8891,11672,10253,11372,12144,11713,12011,12998,12446,14588,14558,18261,18663,21426,34601,14402,35057,15011,17344,10077,13208,8647,10870,3072,8240,8,921,0,0,0,0,0,0
43922,7호선,2758,상동,4,0,3698,1730,12998,5224,33112,10006,31291,22403,14675,22218,10246,11908,10590,12064,12215,13653,12964,14618,13139,14720,14816,14303,17005,15605,19812,21010,25220,38165,16802,33068,13443,18214,15141,13473,13921,11414,4476,8200,45,1392,0,0,0,0,0,0
43922,7호선,2759,삼산체육관,3,0,2411,202,8172,1045,20381,1855,18837,3594,8367,2295,4830,2174,4577,2331,4655,2839,4465,3289,4190,3580,4048,4373,4697,4946,4512,7682,4342,15171,2589,13072,1837,8285,1455,6519,1298,6087,553,4015,3,966,0,0,0,0,0,0
43922,7호선,2760,굴포천,2,0,5695,564,12845,3074,30592,4604,31086,9844,15901,7284,9061,5491,8497,5604,9215,6441,8872,7537,8023,7970,7860,9050,9023,10525,9924,16724,11901,31790,6880,31945,5273,18408,5509,13912,4687,11965,2107,7306,65,1601,0,0,0,0,0,0
43922,7호선,2761,부평구청,27,0,7320,525,18148,4678,54096,8088,46349,11313,21115,5323,11337,4327,9999,4413,10543,5284,9912,6305,8654,7069,8409,7700,9046,9908,12839,15360,13330,29991,7956,33566,5868,20044,4785,15109,3702,14247,1204,9187,1,2030,0,0,0,0,0,0
43922,8호선,2811,암사,27,0,11397,717,21387,5886,64821,7574,85950,14677,43725,11650,21036,9591,17846,10600,19115,11476,18877,13154,16725,14534,15369,19714,16531,22480,18220,33438,19800,60116,12187,50114,9156,28120,7385,25830,5638,21385,2083,13896,6,1943,0,0,0,0,0,0
43922,8호선,2812,천호(풍납토성),41,0,10192,1778,15301,9755,36923,13833,53105,25941,32494,22937,17107,15277,15528,15612,16820,16326,17796,19439,17371,20522,17837,24255,19549,27486,24654,39007,28845,63144,20478,50345,17803,27253,13901,23438,11296,18939,5169,12418,12,2124,0,0,0,0,0,0
43922,8호선,2813,강동구청,24,0,4047,991,9006,3965,25204,11176,33514,29231,19645,12277,10303,7662,9411,6709,9475,7791,10129,8761,9579,9530,9823,9934,10700,12799,14793,17018,23184,29227,10203,23227,6824,14033,6159,11869,4520,11383,1542,5672,2,750,0,0,0,0,0,0
43922,8호선,2814,몽촌토성(평화의문),0,0,1207,996,2703,5374,7097,7664,10919,21043,6916,11216,4352,5940,4180,5602,4895,5191,5251,6747,5878,6500,6962,6432,9665,6293,12018,7308,18698,11029,8371,8304,5202,5279,5164,4514,3858,4402,1910,2129,1,203,0,0,0,0,0,0
43922,8호선,2815,잠실(송파구청),5,0,1229,1779,3187,7756,6528,23213,11209,61786,8038,35504,7035,16667,8308,17277,9400,17117,11602,19974,14629,18521,18441,19288,21718,17675,32924,22912,52231,30090,32537,18549,28242,9652,24432,7195,13953,5063,5842,3171,12,527,0,0,0,0,0,0
43922,8호선,2816,석촌,3,0,2804,581,4451,3254,13398,6378,20836,18209,11980,14404,7660,9145,7383,8022,7925,9035,8708,9576,8279,10509,8671,10451,9373,12315,11781,15381,17136,23605,10010,18263,7556,10475,7651,9354,6375,7347,2467,5161,21,642,0,0,0,0,0,0
43922,8호선,2817,송파,2,0,2359,482,8017,3642,24158,7283,29317,14769,16108,8402,9889,5804,8618,5254,9113,6596,9669,6992,8933,8001,9843,8768,9883,10652,11469,14206,14602,24553,7661,20761,5305,11312,4479,10797,3172,8806,1248,5893,10,723,0,0,0,0,0,0
43922,8호선,2818,가락시장,16,0,2346,1948,4442,5929,8424,12318,11103,31827,8298,16756,8262,10337,7958,8902,8065,8949,8513,8974,9826,9285,11097,9931,12071,9985,15263,12029,24136,17062,11527,13996,8911,8686,9863,7320,7574,5678,3215,3841,21,2085,1,1,0,0,0,0
43922,8호선,2819,문정,0,0,2032,2260,5412,9102,18477,36288,25898,132396,16447,74543,11743,21743,12354,15157,13384,12404,15958,16178,18592,13541,20495,14735,22490,14348,53187,18959,103795,26013,41230,22046,23201,13365,21587,10467,17623,9349,4981,5572,2,91,0,0,0,0,0,0
43922,8호선,2820,장지,3,0,5149,1931,13586,7565,38477,17073,46233,40973,24272,31605,13958,16826,12951,16486,14860,15159,15287,15915,15898,18244,17699,17859,22215,20979,27942,25982,42781,41631,26627,31539,19738,18672,20324,15521,11320,13752,3145,8895,1,46,0,0,0,0,0,0
43922,8호선,2821,복정,5,0,3289,1890,9016,7835,25806,9481,32947,15887,19605,8896,10372,6065,8017,5861,8706,6796,8890,6729,8910,7742,9338,7841,11060,10071,17508,14874,22117,27240,13285,21283,7937,12845,6732,11129,5388,9803,1993,5010,49,1001,0,0,0,0,0,0
43922,8호선,2822,산성,0,0,4236,585,6334,6091,15148,3369,19781,5809,11534,4818,6643,5231,5411,4179,5872,4091,6108,4096,6100,4444,5880,6240,8033,7288,8330,9362,6685,15476,3701,13626,2400,8697,1774,8265,1284,7203,566,3889,1,626,0,0,0,0,0,0
43922,8호선,2823,남한산성입구(성남법원.검찰청),13,1,9006,1144,17077,4364,40099,9045,53165,18176,28611,10837,15599,8487,13993,8515,13984,8168,14128,9951,13195,10476,12458,13744,13284,15740,16463,20410,19594,36152,9561,31907,5822,18998,4472,18223,2953,16658,1187,9500,2,1621,0,0,0,0,0,0
43922,8호선,2824,단대오거리,7,0,7747,1934,12788,5667,28852,9242,35668,15186,19247,7547,11966,6364,10731,5958,11043,7159,11124,7507,10495,9201,9643,11118,10346,14662,14219,16676,18184,29606,10028,25381,6033,16383,4609,13641,3376,12541,1242,7687,6,1220,0,0,0,0,0,0
43922,8호선,2825,신흥,0,0,3715,676,5087,2256,10680,2876,13772,5161,8530,4126,5392,4151,4947,3927,5321,4580,5597,5055,5643,6170,5725,6543,5847,8346,6397,8916,6408,13892,4169,12197,3410,7517,2551,6792,2101,5388,945,3422,15,457,0,0,0,0,0,0
43922,8호선,2826,수진,4,0,3236,478,5320,1973,13234,2139,18010,5734,10174,4022,6288,3630,5382,3838,5880,3779,6285,4941,5175,5039,5579,6472,5914,6654,5933,8023,6595,12257,3984,11059,3132,7012,2155,6411,1581,5850,766,3638,7,503,0,0,0,0,0,0
